language_name,yesterday,today,tomorrow,the day,the day before yesterday,the day after tomorrow,two days,two days before now,two days after now,four days,four days before now,four days from now,three days,three days before now,three days from now,value_yesterday,value_today,value_tomorrow,value_day_after_tomorrow,value_day_before_yesterday,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Genus,Country_ID,society_ID,society,dominant subsistence type,,Macroarea,Subsistence economy: gathering [EA001],Subsistence economy: hunting [EA002],Subsistence economy: fishing [EA003],Subsistence economy: animal husbandry [EA004],Subsistence economy: agriculture [EA005],,,Population size [EA202],,Mean size of local communities [EA031],,,,,,,,,,,,
Greenlandic,ippassaq,ullumi,aqangu,ulloq,ulloq sioqqullugu ippassaq,ulloq kingulleq,ullut marluk,ullut marluk sioqqullugit,ullut marluk qaangiuppata,ullut sisamat,ullut sisamat sioqqullugit,ullut sisamat qaangiuppata,ullut pingasut,ullut pingasut sioqqullugit,ullut pingasut qaangiuppata,1,1,1,0.5,0,Eurasia,64,-51,kala1399,kal,Eskimo-Aleut,Eskimo,GL,Na25,Kalaallit (West Greenland),kala1399,Kalaallisut,Subarctic America,6-15%,16-25%,66-75%,0-5%,0-5%,1910,with special reference to the inhabitants of the Egesminde District,1600,1918,,,,,,,,,,,,,
Georgian,გუშინ,დღეს,ხვალ,დღე,გუშინწინ,ზეგ 第二天的意思,ორი დღე,ორი დღით ადრე,ორი დღის შემდეგ,ოთხი დღე,ოთხი დღით ადრე,ოთხი დღის შემდეგ,სამი დღე,სამი დღით ადრე,სამი დღის შემდეგ,1,1,1,0.5,0,Eurasia,42,44,nucl1302,kat,Kartvelian,Kartvelian,GE,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Guarani,kuehe,ko árape,ko'ẽrõ,ára,pe ára kuehe mboyve,ára ko’ẽrõ rire,mokõi ára,mokõi ára ko’áĝa mboyve,mokõi ára rire ko’áĝa,irundy ára,irundy ára ko’áĝa mboyve,irundy ára ko’áĝa guive,mbohapy ára,mbohapy ára ko’áĝa mboyve,mbohapy ára ko’áĝa guive,1,1,1,0.5,0.5,South America,-26,-56,para1311,gug,Tupian,Maweti-Guarani,PY,Sj10,Cayua,mbya1239,Mbyá Guaraní,Southern South America,16-25%,16-25%,6-15%,0-5%,46-55%,1950,,2000,,,,,,,,,,,,,,
Hausa,jiya,yau,gobe,ranar,Jiya kafin jiya,jibi bayan gobe,kwana biyu,kwana biyu yanzu,bayan kwana biyu yanzu,kwana hudu,saura kwana hudu yanzu,saura kwana hudu,kwana uku,saura kwana uku yanzu,saura kwana uku,1,1,1,0,0.5,Africa,12,7,haus1257,hau,Afro-Asiatic,West Chadic,NG NE,Cb26,Zazzagawa Hausa,haus1257,Hausa,West Tropical Africa,6-15%,0-5%,0-5%,26-35%,56-65%,1950,,"	260000",1948,50000,,,,,,,,,,,,
Hawaiian,i nehinei,i kēia lā,ʻāpōpō,ka lā,i ka la i nehinei,ka la apopo,ʻelua lā,ʻelua lā ma mua o kēia manawa,ʻelua lā ma hope o kēia manawa,ʻehā lā,ʻehā lā ma mua o kēia manawa,ʻehā lā mai kēia manawa,ʻekolu lā,ʻekolu lā ma mua o kēia manawa,ekolu la mai keia la aku,1,1,1,0,0,Papunesia,19.58333333,-155.5,hawa1245,haw,Austronesian,Oceanic,US,Ij6,Hawaiians,hawa1245,Hawaiian,North-Central Pacific,6-15%,0-5%,36-45%,0-5%,46-55%,1800,,None,,,,,,,,,,,,,,
Hiligaynon,kahapon,subong nga adlaw,sa bwas,ang adlaw,ang adlaw antes kahapon,ang adlaw pagkatapos buwas,duha ka adlaw,duha ka adlaw antes subong,duha ka adlaw pagkatapos karon,apat ka adlaw,apat ka adlaw antes subong,apat ka adlaw halin subong,tatlo ka adlaw,tatlo ka adlaw antes subong,tatlo ka adlaw halin subong,1,1,1,0.5,0.5,Papunesia,10.25,123,hili1240,hil,Austronesian,Greater Central Philippine,PH,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Hakachin,nizaan,nihin,thaizing,ni,nizan hlan ni,thaizing hnu nikhat,ni hnih,atu hlan ni hnih,atu hnu ni hnih,ni li,atu hlan ni li,atu in ni li ah,ni thum,atu hlan ni thum,atu in ni thum ah,1,1,1,0.5,0.5,Eurasia,22.87,92.82,haka1240,cnh,Sino-Tibetan,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Hebrew,אֶתמוֹל,הַיוֹם,מָחָר,היום,שלשום,מחרתיים,יומיים,יומיים לפני כן,יומיים אחרי עכשיו,ארבעה ימים,ארבעה ימים לפני כן,ארבעה ימים מהיום,שלושה ימים,שלושה ימים לפני כן,שלושה ימים מהיום,1,1,1,1,1,Eurasia,31.5,34.83333333,hebr1245,heb,Afro-Asiatic,Semitic,IL,,,,,,0-5%,16-25%,6-15%,26-35%,36-45%,,,,,5000-50000,,,,,,,,,,,,
Hungarian,tegnap,ma,holnap,a nap,tegnapelőtt,holnapután,két nap,két nappal azelőtt,két nap múlva,négy nap,négy nappal azelőtt,négy nap múlva,három nap,három nappal azelőtt,három nap múlva,1,1,1,1,1,Eurasia,47,20,hung1274,hun,Uralic,Ugric,HU,Ch8,Magyar,hung1274,Hungarian,Middle Europe,0-5%,0-5%,6-15%,16-25%,66-75%,1940,,9400000,1950,50000,,,,,,,,,,,,
Iban,kemari,saritu,pagila,hari nya,sehari sebedau kemari,hari udah pagila,dua hari,dua hari sebedau diatu .,dua ari udah diatu .,empat hari,empat hari sebedau diatu .,empat ari ari diatu,tiga ari,tiga hari sebedau diatu .,tiga ari ari diatu,1,1,1,0.5,0,Papunesia,2,112,iban1264,iba,Austronesian,Malayo-Sumbawan,MY,Ib1,Iban,iban1264,Iban,Malesia,0-5%,0-5%,16-25%,16-25%,56-65%,1950,,11500,1949,,,,,,,,,,,,,
Igbo,ụnyahụ,taa,echi,ụbọchị,ụbọchị gara aga ụnyahụ,n'echi ya,ụbọchị abụọ,ụbọchị abụọ tupu ugbu a,ụbọchị abụọ ka e mesịrị,ụbọchị anọ,ụbọchị anọ tupu ugbu a,ụbọchị anọ site ugbu a,ụbọchị atọ,ụbọchị atọ tupu ugbu a,ụbọchị atọ site ugbu a,1,1,1,0.5,0,Africa,6,7.333333333,nucl1417,ibo,Niger-Congo,Igboid,NG,Af10,Igbo,nucl1417,Igbo,West Tropical Africa,0-5%,0-5%,0-5%,6-15%,86-100%,1930,,4000000,1929,400-1000,,,,,,,,,,,,
Ilocano,idi kalman,ita nga aldaw,inton bigat,ti aldaw,ti aldaw sakbay idi kalman,ti aldaw kalpasan ti bigat,dua nga aldaw,dua nga aldaw sakbay ita,dua nga aldaw kalpasan ita,uppat nga aldaw,uppat nga aldaw sakbay ita,uppat nga aldaw manipud ita,tallo nga aldaw,tallo nga aldaw sakbay ita,tallo nga aldaw manipud ita,1,1,1,0.5,0,Papunesia,16,121,ilok1237,ilo,Austronesian,Northern Luzon,PH,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Indonesian,kemarin,hari ini,besok,hari ini,sehari sebelumnya,sehari setelah kemarin,dua hari,dua hari sebelumnya,dua hari setelah sekarang,empat hari,empat hari sebelumnya,empat hari dari sekarang,tiga hari,tiga hari sebelumnya,tiga hari dari sekarang,1,1,1,0,0.5,Papunesia,0,106,stin1234,ind,Austronesian,Malayo-Sumbawan,ID,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Inuktitut,Ippaksaq,Ullumi,Qaukpat,Ulluq,Ippaksaq sivuniani,Qauppaup kinguniani,Ulluuk marruuk,Marruuk ulluuk sivuniani,Ulluuk marruuk aniguqpatik,Ulluit tisamat,Ulluit tisamat sivuniani,Ulluit tisamat aniguqpata,Ulluit pingasut,Ulluit pingasut sivuniani,Ulluit pingasut aniguqpata,1,1,1,0.5,0,North America,62,-76,east2534,ike,Eskimo-Aleut,Eskimo,,Na13,Nunatsiarmiut,baff1240,North Baffin Inuktitut,Subarctic America,0-5%,46-55%,46-55%,0-5%,0-5%,1880,,,,50,,,,,,,,,,,,
Japanese,昨日,今日,明日,その日,一昨日,明後日,2日,今から2日前,今から2日後,4日,今から4日前,今から4日後,3日,今から3日前,今から3日後,1,1,1,0.5,0.5,Eurasia,37,140,nucl1643,jpn,Uralic,Japanese,JP,Ed5,Japanese,nucl1643,Japanese,Eastern Asia,0-5%,0-5%,0-5%,6-15%,86-100%,,,80000000,,50000,,,,,,,,,,,,
Javanese,wingi,dina iki,sesuk,dina,dina sadurunge wingi,sesuk,rong dina,rong dina sadurunge saiki,rong dina sawise saiki,patang dina,patang dina sadurunge saiki,patang dina wiwit saiki,telung dina,telung dina sadurunge saiki,telung dina wiwit saiki,1,1,1,0.5,0,,-7,110,java1254,,Austronesian,,,Ib2,Javanese,java1254,Javanese,Malesia,0-5%,0-5%,0-5%,16-25%,76-85%,1950,,"	24000",1952,5000-50000,,,,,,,,,,,,
Jingpho,"mani,mə55ni55‧","daini,tai31ni55‧","hpawt de,pʰot55ni55‧",dai shani,"mani na shawng shani,mə55ni55aʔ31ɕoŋ33ɕə31ni55‧","hpawt ni hpang shani,pʰot55tin31ni55‧",lahkawng ya,ya shawng lahkawng ya,lahkawng ya na ai hpang,mali ya tup,Ya kaw nna mali ya daram na sai,Ya kaw nna mali ya na ai hpang,masum ya tup,Ya kaw nna masum ya daram na sai,Ya kaw nna masum ya na ai hpang,1,1,1,0,0.5,Eurasia,25.41666667,97,kach1280,kac,Indo-China,Brahmaputran,,Ei5,Kachin,kach1280,Southern Jinghpaw,Indo-China,6-15%,6-15%,0-5%,16-25%,56-65%,1940,,300000,1901,100-199,,,,,,,,,,,,
Kazakh,кеше,бүгін,ертең,күні,алдыңғы күн,ертеңгі күні,екі күн,осыдан екі күн бұрын,екі күннен кейін,төрт күн,осыдан төрт күн бұрын,төрт күннен кейін,үш күн,осыдан үш күн бұрын,үш күннен кейін,1,1,1,0,0.5,Eurasia,50,70,kaza1248,kaz,Altaic,Turkic,KZ,Eb1,Kazakh,kaza1248,Kazakh,Middle Asia,0-5%,6-15%,0-5%,76-85%,6-15%,1910,,,,50-99,,,,,,,,,,,,
Kannada,ನಿನ್ನೆ,ಇಂದು,ನಾಳೆ,ದಿನ,ನಿನ್ನೆ ಹಿಂದಿನ ದಿನ,ನಾಳೆಯ ಮರುದಿನ,ಎರಡು ದಿನಗಳು,ಈಗ ಎರಡು ದಿನಗಳ ಹಿಂದೆ,ಈಗ ಎರಡು ದಿನಗಳ ನಂತರ,ನಾಲ್ಕು ದಿನಗಳು,ಈಗ ನಾಲ್ಕು ದಿನಗಳ ಹಿಂದೆ,ಇಂದಿನಿಂದ ನಾಲ್ಕು ದಿನಗಳು,ಮೂರು ದಿನಗಳು,ಈಗ ಮೂರು ದಿನಗಳ ಹಿಂದೆ,ಇಂದಿನಿಂದ ಮೂರು ದಿನಗಳು,1,1,1,0,0.5,Eurasia,14,76,nucl1305,kan,Dravidian,Dravidian,IN,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Kanuri,biska,ku,bali,yimdǝ,yim kawu biskayedə,yim ngawo balibe,kawu indi,kawu indi kawu kǝrma dǝro,ngawo kawu indiben,kawu diyau,kawu diyau kawu adǝro,kawu diyau fuwulan,kawu yakkǝ,kawu yakkǝ kawu adǝro,kawu yakkǝ fuwulan,1,1,1,0.5,0.5,Africa,12,13,cent2050,knc,Nilo-Saharan,Western Saharan,NG TD NE SD,Cb19,Kanuri,cent2050,Central Kanuri,West Tropical Africa,6-15%,0-5%,6-15%,16-25%,56-65%,1870,,750000,1952,5000-50000,,,,,,,,,,,,
Khasi,mynnin,mynta ka sngi,lashai,ka sngi,ka sngi shuwa hynnin ka sngi,ka sngi hadien lashai,ar sngi,ar sngi shuwa mynta,ar sngi hadien mynta,saw sngi,saw sngi shuwa mynta,saw sngi naduh mynta .,lai sngi,lai sngi shuwa mynta,lai sngi naduh mynta .,1,1,1,0.5,0.5,Eurasia,25.5,92,khas1269,kha,Austroasiatic,Khasian,IN,Ei8,Khasi,khas1269,Khasi,Indian Subcontinent,6-15%,6-15%,6-15%,16-25%,46-55%,1900,,175000,1901,50-99,,,,,,,,,,,,
Khmer,ម្សិលមិញ,ថ្ងៃនេះ,ថ្ងៃស្អែក,ថ្ងៃ,ថ្ងៃមុនម្សិលមិញ,ថ្ងៃបន្ទាប់ថ្ងៃស្អែក,ពីរថ្ងៃ,ពីរថ្ងៃមុនឥឡូវនេះ,ពីរថ្ងៃក្រោយមក,បួនថ្ងៃ,បួនថ្ងៃមុនឥឡូវនេះ,បួនថ្ងៃចាប់ពីពេលនេះទៅ,បីថ្ងៃ,បីថ្ងៃមុនឥឡូវនេះ,បីថ្ងៃចាប់ពីពេលនេះទៅ,1,1,1,0.5,0.5,Eurasia,12.5,105,cent1989,khm,Austroasiatic,Khmer,KH,Ej15,Ancient Khmer,oldk1249,Old Khmer,Indo-China,6-15%,0-5%,16-25%,6-15%,56-65%,,,3500000,1950,50000,,,,,,,,,,,,
Kinyarwanda,ejo,Uyu munsi,ejo,umunsi,ejobundi,umunsi ukurikira ejo,iminsi ibiri,iminsi ibiri mbere yubu,iminsi ibiri nyuma yubu,iminsi ine,iminsi ine mbere ya none,iminsi ine uhereye none,iminsi itatu,iminsi itatu mbere yubu,iminsi itatu uhereye none,0.25,1,0.25,0,0.5,Africa,-2,30,kiny1244,kin,Niger-Congo,Bantu,RW,Ae10,Banyaruanda,kiny1244,Kinyarwanda,West-Central Tropical Africa,0-5%,6-15%,0-5%,26-35%,56-65%,1910,,2133000,1952,100-199,,,,,,,,,,,,
Kongo,mazono,bubu yai,mbasi,kilumbu,kilumbu ya ntwala ya mazono,kilumbu ya nima ya mbasi,bilumbu zole,Bilumbu zole na ntwala,Bilumbu zole na nima,Bilumbu iya,Bilumbu iya na ntwala,Bilumbu iya katuka ntangu yai,bilumbu tatu,Bilumbu tatu na ntwala,Bilumbu tatu na nima,0.5,0.5,0.5,0,0,Africa,-5,15,koon1244,kng,Niger-Congo,Bantu,CD,Ac14,Bakongo,sans1272,San Salvador Kongo,South Tropical Africa,6-15%,6-15%,6-15%,6-15%,56-65%,1900,,None,,None,,,,,,,,,,,,
Konkani,काल,आयज,फाल्यां,दीस,कालच्या आदल्या दिसा,फाल्यां उपरांतच्या दिसा,दोन दीस,आतां दोन दीस आदीं,आतां दोन दिसांनी,चार दीस,आतां चार दीस आदीं,आतां चार दिसांनी,तीन दीस,आतां तीन दीस आदीं,आतां तीन दिसांनी,0.5,0.5,0.5,0,0,Eurasia,15.25,74,konk1267,knn,Indo-European,Indic,IN,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Korean,어제,오늘,내일,그날,그저께,모레,이틀,이틀 전,이틀 후,4일,4일 전,4일 후,3일,3일 전,3일 후,1,1,1,1,1,Eurasia,37.5,128,kore1280,kor,Uralic,Korean,KR KP,Ed1,Koreans,kore1280,Korean,Eastern Asia,0-5%,0-5%,16-25%,16-25%,56-65%,,,200,1947,50000,,,,,,,,,,,,
Kokborok,miao,tini,khwna,sal,biyalo salni swkang,khwnaini uloni sal,salnwi,salnwi swkang,salnwi ni ulo tabuk,sal brwi,sal brwi swkang,tabuk ni simi sal brwi,saltham,saltham swkang,tabuk ni simi saltham,1,1,1,0,0,Eurasia,24.33333333,92.5,kokb1239,trp,Sino-Tibetan,Brahmaputran,IN,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Komi,тӧрыт,талун,аски,лун;,тӧвшӧр лун;,аскиа лун — послезавтра,кык лун — кык лун,ӧні кежлӧ кык лун — кык лун водзын,ӧні кык лун мысти,нёль лун — четыре дня,ӧні нёль лун водзын,нёль лун мысти — четыре дня,куим лун — куим лун,ӧнӧдз куим лун водзын,куим лун мысти,1,1,1,0,0.5,Eurasia,59.5,54.5,komi1269,koi,Uralic,Permic,RU,,Komi-Permyak,komi1269,Komi-Permyak,Eastern Europe,None,,,,,,,,,,,,,,,,,,,,,
Kurdish (Sorani),دوێنێ,ئەمڕۆ,بەیانی,ڕۆژەکە,ڕۆژێک پێش دوێنێ,ڕۆژی دوای سبەینێ,دوو ڕۆژ,دوو ڕۆژ پێش ئێستا,دوو ڕۆژ دوای ئێستا,چوار ڕۆژ,چوار ڕۆژ پێش ئێستا,چوار ڕۆژ لەمەودوا,سێ ڕۆژ,سێ ڕۆژ پێش ئێستا,سێ ڕۆژ لەمەودوا,1,1,1,0.5,0.5,Eurasia,36,44,cent1972,ckb,Indo-European,Iranian,IR IQ,,Kurd,cent1972,Central Kurdish,Western Asia,0-5%,0-5%,6-15%,36-45%,46-55%,,,30000000,1951,,,,,,,,,,,,,
Kirghiz Kyrgyz,кечээ,бүгүн,эртең,күн,мурунку күн,эртеси күнү,эки күн,эки күн мурун,эки күндөн кийин,төрт күн,төрт күн мурун,төрт күндөн кийин,үч күн,үч күн мурун,үч күндөн кийин,1,1,1,0,0,Eurasia,42,75,kirg1245,kir,Altaic,Turkic,KG,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Latin,heri,hodie,cras,dies,Pridie hesterno die,perendie,duobus diebus,duobus diebus ante nunc,duobus diebus post nunc,quatriduanus,nudiustertius,quatriduanus amodo,triduum,tribus diebus ante nunc,nunc tribus diebus,1,1,1,0.5,0,Eurasia,41.9,12.45,lati1261,,Indo-European,,,Ce3,Ancient Romans,lati1261,Latin,Southeastern Europe,0-5%,0-5%,16-25%,16-25%,56-65%,,,,,50000,,,,,,,,,,,,
Latgale,vakardīne,šudiņ,reit,dīna .,dīna pyrms vakardīnys .,dīna piec reitdīnys .,divejis dīnys .,divejis dīnys pyrms niu .,divejis dīnys piec niu .,četrys dīnys .,četrys dīnys pyrms niu .,nu ituo četrys dīnys .,treis dīnys .,treis dīnys pyrms niu .,piec treis dīnys .,1,1,1,0.5,0.5,Eurasia,57,24,latv1249,lav,Indo-European,Baltic,LV,ch21,Latvians,latv1249,Latvian,Eastern Europe,0-5%,0-5%,6-15%,16-25%,66-75%,1881,,1312000,1897,50000,,,,,,,,,,,,
Lao,ມື້ວານນີ້,ມື້ນີ້,ມື້ອື່ນ,ມື້,ມື້ກ່ອນມື້ວານນີ້,ມື້ຕໍ່ມາ,ສອງມື້,ສອງມື້ກ່ອນນີ້,ສອງມື້ຕໍ່ມາ,ສີ່ມື້,ສີ່ມື້ກ່ອນນີ້,ສີ່​ມື້​ຈາກ​ນີ້​,ສາມມື້,ສາມມື້ກ່ອນນີ້,ສາມມື້ຈາກນີ້,1,1,1,0.5,0,Eurasia,18,103,laoo1244,lao,Sino-Tibetan,Kam-Tai,LA TH,,Lao,laoo1244,Lao,Indo-China,None,,,,,,,,,,,,,,,,,,,,,
Limburg,gistere,vandaag,murrige,de daag,de daag veur gister,de daag nao morge,twie daag,twee daag veur noe,twee daag nao noe,veer daag,veer daag veur noe,nog veer daag,drei daag,drie daag veur noe,achter drie daog,1,1,1,0.5,0.5,Eurasia,51,5.5,dutc1256,nld,Indo-European,Germanic,BE,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Lingala,lobi eleki,lelo,lobi,mokolo yango,mokolo moko liboso ya lobi,mokolo oyo elandi lobi,mikolo mibale,mikolo mibale eleki,mikolo mibale uta sikoyo,mikolo minei,mikolo minei eleki,mikolo minei uta sikoyo,mikolo misato,mikolo misato eleki,mikolo misato uta sikoyo,1,1,1,0.5,0,Africa,2,18.5,ling1263,lin,Niger-Congo,Bantu,CD,Ae28,Ngala,ling1263,Kinshasa Lingala,West-Central Tropical Africa,0-5%,6-15%,36-45%,6-15%,36-45%,1900,,125000,1950,200-399,,,,,,,,,,,,
Lombard,ier,incœ,doman,el dì,el dì prima de ieri,el dì dopu dumani,dü dì,dü dì prima,dü dì dopu incœu,quater dì,quater dì prima,tra quater dì,tri dì,tri dì prima,tra tri dì,1,1,1,0.5,0.5,Eurasia,45.88,9.4,lomb1257,lmo,Indo-European,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Rundi,ejo,uno musi,ejo,umusi,umusi w'imbere y'ejo,umusi ukurikira ejo,imisi ibiri,imisi ibiri imbere y'ubu,haciye imisi ibiri ubu,imisi ine,imisi ine imbere y'ubu,imisi ine kuva ubu,imisi itatu,imisi itatu imbere y'ubu,imisi itatu kuva ubu,0.25,1,0.25,0.5,0.5,Africa,-3.5,30,rund1242,run,Niger-Congo,Bantu,BI,Ae8,Rundi,rund1242,Rundi,West-Central Tropical Africa,0-5%,0-5%,6-15%,26-35%,56-65%,1910,,2000000,,,,,,,,,,,,,,
Luo,nyoro,kawuono,kiny,odiechieng',Odiechieng' motelo nyoro,Odiechieng' bang' kiny,ndalo ariyo,ndalo ariyo kapok sani,ndalo ariyo bang' sani,ndalo ang'wen,ndalo ang’wen kapok sani,ndalo ang'wen chakre sani,ndalo adek,ndalo adek kapok sani,ndalo adek chakre sani,1,1,1,0.5,0.5,Africa,-0.5,34.75,luok1236,luo,Nilo-Saharan,Western Nilotic,KE TZ,Aj6,Luo,luok1236,Luo (Kenya and Tanzania),East Tropical Africa,0-5%,6-15%,6-15%,16-25%,56-65%,1940,,"	800000",1947,100-199,,,,,,,,,,,,
Luganda,jjo,leero,enkya,olunaku,olunaku olusooka eggulo,olunaku oluddirira enkya,ennaku bbiri,ennaku bbiri nga wabulayo kati,oluvannyuma lw’ennaku bbiri kati,ennaku nnya,nga wabulayo ennaku nnya kati,ennaku nnya okuva kati,ennaku ssatu,nga wabulayo ennaku ssatu kati,ennaku ssatu okuva kati,1,1,1,0,0.5,Africa,0.5,32.16666667,gand1255,lug,Niger-Congo,Bantu,UG,Ad7,Ganda,gand1255,Ganda,East Tropical Africa,0-5%,6-15%,6-15%,6-15%,66-75%,1880,Kyaddondo district (V: Kampala),"	600000",1900,5000-50000,,,,,,,,,,,,
Luxemburgeois,gëschter,haut,muer,den Dag,viru gëschter,iwwermuer,zwee Deeg,zwee Deeg virdrun,zwee Deeg méi spéit,véier Deeg,véier Deeg virdrun,véier Deeg vun elo,dräi Deeg,dräi Deeg virun elo,dräi Deeg vun elo,1,1,1,0,1,Eurasia,49.83333333,6.166666667,luxe1241,ltz,Indo-European,Germanic,LU,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Madurese,bheri',areh sateyah,lagguna,arè,are sabellunna,lagguna,duwâ' arè,duwâ' arè sabellunna satèya,duwâ' arè saellana satèya,empa' arè,empa' arè sabellunna satèya,empa' arè dâri satèya,tello are,tello are sabellunna sateya,tello arè dâri satèya,1,1,1,0,0,Papunesia,-7,113.5,nucl1460,mad,Austronesian,Malayo-Sumbawan,ID,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Maithili,काल्हि,आइ,काल्हि,दिन,काल्हिसँ एक दिन पहिने,काल्हिक दोसर दिन,दू दिन,दू दिन पहिने आब,आब दू दिनक बाद,चारि दिन,चारि दिन पहिने आब,चारि दिन बाद,तीन दिन,आब तीन दिन पहिने,तीन दिन बाद,0.25,1,0.25,0.5,0,Eurasia,26,86,mait1250,mai,Indo-European,Indic,IN NP,Ef10,Bihari,mait1250,Maithili,Indian Subcontinent,0-5%,0-5%,0-5%,16-25%,76-85%,1880,Ganges River Valley,,,,,,,,,,,,,,,
Makassar,subangngi,anne alloa,ammuko,alloa,allo rioloa,ammuko,rua allo,rua allo riolo kamma kammayya anne,rua allo ribokoangna kamma kammayya anne,appa allo,appa allo riolo kamma kammayya anne,appa allo battu ri kamma kammayya anne,tallung allo,tallung allo riolo kamma kammayya anne,tallung allo battu ri kamma-kammaya anne,1,1,1,0,0,Papunesia,-5.416666667,119.5833333,maka1311,mak,Austronesian,South Sulawesi,ID,Ic1,Macassarese,maka1311,Makasar,Malesia,0-5%,0-5%,16-25%,16-25%,56-65%,1940,Borongloe,,,,,,,,,,,,,,,
Malay,semalam,hari ini,esok,hari itu,hari sebelum semalam,lusa,dua hari,dua hari sebelum ini,dua hari selepas ini,empat hari,empat hari sebelum ini,empat hari dari sekarang,tiga hari,tiga hari sebelum ini,tiga hari dari sekarang,1,1,1,0.5,1,Eurasia,3,102,stan1306,zsm,Austronesian,Malayo-Sumbawan,MY,Ej16,Negri Sembilan,nege1240,Negeri Sembilan Malay,Malesia,0-5%,0-5%,6-15%,6-15%,76-85%,1958,Inas District,,,,,,,,,,,,,,,
Malagasy,omaly,ANIO,rahampitso,ny andro,ny afak’omaly,ny ampitso,roa andro,roa andro mialoha izao,roa andro taorian'izay,efatra andro,efatra andro mialoha izao,efatra andro manomboka izao,telo andro,telo andro mialoha izao,telo andro manomboka izao,1,1,1,0.5,0,Africa,-20,47,plat1254,plt,Austronesian,Barito,MG,Eh9,Antaisaka,tesa1236,Tesaka Malagasy,Western Indian Ocean,0-5%,0-5%,16-25%,26-35%,46-55%,1930,,225000,1951,,,,,,,,,,,,,
Malayalam,ഇന്നലെ,ഇന്ന്,നാളെ,ദിവസം,തലേദിവസം,മറ്റന്നാൾ,രണ്ടു ദിവസം,ഇപ്പോൾ രണ്ട് ദിവസം മുമ്പ്,ഇപ്പോൾ രണ്ട് ദിവസം കഴിഞ്ഞ്,നാലു ദിവസം,ഇപ്പോൾ നാല് ദിവസം മുമ്പ്,ഇനി മുതൽ നാല് ദിവസം,മൂന്നു ദിവസം,ഇപ്പോൾ മൂന്ന് ദിവസം മുമ്പ്,ഇപ്പോൾ മുതൽ മൂന്ന് ദിവസം,1,1,1,1,1,Eurasia,10,76.5,mala1464,mal,Dravidian,Dravidian,IN,Eg6,Kerala,mala1464,Malayalam,Indian Subcontinent,0-5%,0-5%,6-15%,26-35%,56-65%,1799,,,,50000,,,,,,,,,,,,
Maltese,ilbieraħ,illum,għada,il-jum,ta’ qabel il-bieraħ,il-jum ta' wara għada,jumejn,jumejn qabel issa,jumejn wara issa,erbat ijiem,erbat ijiem qabel issa,erbat ijiem minn issa,tlett ijiem,tlett ijiem qabel issa,tlett ijiem minn issa,1,1,1,0.5,0.5,Eurasia,35.91666667,14.41666667,malt1254,mlt,Afro-Asiatic,Semitic,MT,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Mam,ewi,jalin,nejchij,aju q´ij,aju q´ij t-xe t-xe q´ij,aju q´ij te nchi´j,kab´e q´ij,kab´e q´ij t-xe jalin,kab´e q´ij t-xe jalin,kyaje q´ij,kyaje q´ij t-xe jalin,kyaje q´ij tzul,oxe q´ij,oxe q´ij t-xe jalin,oxe q´ij tzul,1,1,1,0,0,North America,15,-91.83333333,mamm1241,mam,Mayan,Mayan,GT,Sa8,Mam,mamm1241,Mam,Central America,0-5%,0-5%,0-5%,6-15%,86-100%,1930,,1000-5000,1930,1300,,,,,,,,,,,,
